Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Metro Roofing & Sheet Metal Ltd, Langley, British Columbia","Metro Roofing & Sheet Metal Ltd, Langley, Colombie-Britannique","Construction Works - Buildings, Vancouver, British Columbia","Travaux de construction - Bâtiments, Vancouver, Colombie-Britannique",505308,65589,505308
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Kingston, Nova Scotia","Travaux de construction - Bâtiments, Kingston, Nouvelle-Écosse",2506667,382582,2454339
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1815714,1515602,1757387
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1045676,1003460,1045676
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1844907,1054817,1784169
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",33327427,6022845,6022845
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",551678,428403,551678
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1054861,862061,862061
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJ Chahley Construction Group Ltd, Nanaimo, British Columbia","MJ Chahley Construction Group Ltd, Nanaimo, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",1163012,516946,1163012
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",387244,0,387244
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",2729654,486395,2729654
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",2731743,273259,2639083
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",4980396,490023,4980396
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",2306668,1472153,1537272
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJK Construction Inc, Mississauga, Ontario","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",453758,0,0
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Modern Niagara Alberta Inc, Nisku, Alberta","Modern Niagara Alberta Inc, Nisku, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",838216,838216,838216
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Moncrief Construction Limited, Kenora, Ontario","Moncrief Construction Limited, Kenora, Ontario","Construction Works - Buildings, Suffield, Alberta","Travaux de construction - Bâtiments, Suffield, Alberta",461534,101851,461534
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Morningstar Hospitality Services Inc, Port Perry, Ontario","Morningstar Hospitality Services Inc, Port Perry, Ontario","Construction Works - Buildings, Port Perry, Ontario","Travaux de construction - Bâtiments, Port Perry, Ontario",443344,50581,443344
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Morningstar Hospitality Services Inc, Port Perry, Ontario","Morningstar Hospitality Services Inc, Port Perry, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",2881241,788499,2881241
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Morningstar Hospitality Services Inc, Port Perry, Ontario","Morningstar Hospitality Services Inc, Port Perry, Ontario","Construction Works - Buildings, London, Ontario","Travaux de construction - Bâtiments, London, Ontario",1814424,585749,1814424
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MRS Management Ltd, Vancouver, British Columbia","MRS Management Ltd, Vancouver, Colombie-Britannique","Construction Works - Buildings, Suffield, Alberta","Travaux de construction - Bâtiments, Suffield, Alberta",278020,108100,108100
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Narcity Construction Inc, Ottawa, Ontario","Narcity Construction Inc, Ottawa, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",1105157,49171,1105157
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Narcity Construction Inc, Ottawa, Ontario","Narcity Construction Inc, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",2423272,1447272,1447272
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Neptune Security Services Inc, Mississauga, Ontario","Neptune Security Services Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",651884,0,620872
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Northern Construction Inc, Grand Falls, New Brunswick","Northern Construction Inc, Grand Falls, Nouveau-Brunswick","Construction Works - Buildings, Grand Falls, New Brunswick","Travaux de construction - Bâtiments, Grand Falls, Nouveau-Brunswick",1444486,0,1444486
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Notra Inc, Ottawa, Ontario","Notra Inc, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",418580,334267,334267
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nova Mechanical Systems Ltd, Bonnyville, Alberta","Nova Mechanical Systems Ltd, Bonnyville, Alberta","Construction Works - Buildings, Wainwright, Alberta","Travaux de construction - Bâtiments, Wainwright, Alberta",2018718,1589855,1936086
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nova Mechanical Systems Ltd, Bonnyville, Alberta","Nova Mechanical Systems Ltd, Bonnyville, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",1016408,586551,586551
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunami Stantec Limited, Rankin Inlet, Nunavut","Nunami Stantec Limited, Rankin Inlet, Nunavut","Construction Works - Buildings, Rankin Inlet, Nunavut","Travaux de construction - Bâtiments, Rankin Inlet, Nunavut",285223,15108,266303
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunami Stantec Limited, Rankin Inlet, Nunavut","Nunami Stantec Limited, Rankin Inlet, Nunavut","Construction Works - Buildings, Rankin Inlet, Ontario","Travaux de construction - Bâtiments, Rankin Inlet, Ontario",495088,17204,412324
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunami Stantec Limited, Rankin Inlet, Nunavut","Nunami Stantec Limited, Rankin Inlet, Nunavut","Construction Works - Buildings, Iqaluit, Nunavut","Travaux de construction - Bâtiments, Iqaluit, Nunavut",339678,184287,184287
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunami Stantec Limited, Rankin Inlet, Nunavut","Nunami Stantec Limited, Rankin Inlet, Nunavut","Construction Works - Buildings, Iqaluit, Nunavut","Travaux de construction - Bâtiments, Iqaluit, Nunavut",323098,117855,117855
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nunavut Excavating 2007 Inc, Iqaluit, Nunavut","Nunavut Excavating 2007 Inc, Iqaluit, Nunavut","Construction Works - Buildings, Iqaluit, Nunavut","Travaux de construction - Bâtiments, Iqaluit, Nunavut",1955221,692498,692498
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","NUR Construction Ltd, Cold Lake, Alberta","NUR Construction Ltd, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",564507,0,463493
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Oakpark Powerline Services Ltd, St Adolphe, Manitoba","Oakpark Powerline Services Ltd, St Adolphe, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",820574,442963,590759
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Ojdrovic Engineering Inc, Toronto, Ontario","Ojdrovic Engineering Inc, Toronto, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",581017,254891,500715
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Olson Construction and Consulting, Wainwright, Alberta","Olson Construction and Consulting, Wainwright, Alberta","Construction Works - Buildings, Wainwright, Alberta","Travaux de construction - Bâtiments, Wainwright, Alberta",1327077,490745,1327077
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Olson Construction and Consulting, Wainwright, Alberta","Olson Construction and Consulting, Wainwright, Alberta","Construction Works - Buildings, Wainwright, Alberta","Travaux de construction - Bâtiments, Wainwright, Alberta",306938,306938,306938
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Onico Inc, Québec, Quebec","Onico Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",251099,206540,206540
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Onit Construction Inc, Burlington, Ontario","Onit Construction Inc, Burlington, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",877514,724348,781621
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Osprey Electric Ltd, Campbell River, British Columbia","Osprey Electric Ltd, Campbell River, Colombie-Britannique","Construction Works - Buildings, Campbell River, British Columbia","Travaux de construction - Bâtiments, Campbell River, Colombie-Britannique",1334955,62254,1334955
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Osprey Electric Ltd, Campbell River, British Columbia","Osprey Electric Ltd, Campbell River, Colombie-Britannique","Construction Works - Buildings, Campbell River, British Columbia","Travaux de construction - Bâtiments, Campbell River, Colombie-Britannique",1383274,826054,1383274
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PM Spicer Contracting Ltd, Middleton, Nova Scotia","PM Spicer Contracting Ltd, Middleton, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",294815,0,294815
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PM Spicer Contracting Ltd, Middleton, Nova Scotia","PM Spicer Contracting Ltd, Middleton, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",888156,759817,759817
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PM Spicer Contracting Ltd, Middleton, Nova Scotia","PM Spicer Contracting Ltd, Middleton, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",997071,872201,872201
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Construction Management Inc (Regina), Regina, Saskatchewan","PCL Construction Management Inc (Regina), Regina, Saskatchewan","Construction Works - Buildings, Regina, Saskatchewan","Travaux de construction - Bâtiments, Regina, Saskatchewan",10196843,5161312,10196843
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Construction Management Inc, Edmonton, Alberta","PCL Construction Management Inc, Edmonton, Alberta","Construction Works - Buildings, Yellowknife, Northwest Territories","Travaux de construction - Bâtiments, Yellowknife, Territoires du Nord-Ouest",99527964,33153563,35542309
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada Inc, Ottawa, Ontario","PCL Constructors Canada Inc, Ottawa, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",22902647,3265659,3265659
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",662634,434226,662634
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",25503588,6787449,8817944
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",1836422,82500,1836422
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",3931670,214902,3931670
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",4765986,31544,4765986
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",292226967,6647709,292226966
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",11909596,7533700,7533700
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Philson Ltd, Hanwell, New Brunswick","Philson Ltd, Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Hanwell, New Brunswick","Travaux de construction - Bâtiments, Hanwell, Nouveau-Brunswick",6715562,277097,6715562
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Philson Ltd, Hanwell, New Brunswick","Philson Ltd, Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",429693,374693,429693
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Philson Ltd, Hanwell, New Brunswick","Philson Ltd, Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",1212716,1212716,1212716
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Philson Ltd, Hanwell, New Brunswick","Philson Ltd, Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",852846,852846,852846
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pilitak Enterprises Ltd, Iqaluit, Nunavut","Pilitak Enterprises Ltd, Iqaluit, Nunavut","Construction Works - Buildings, Iqaluit, Nunavut","Travaux de construction - Bâtiments, Iqaluit, Nunavut",1803566,1676901,1803566
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pincor Ltee, Sorel-Tracy, Quebec","Pincor Ltee, Sorel-Tracy, Québec","Construction Works - Buildings, Longueuil, Quebec","Travaux de construction - Bâtiments, Longueuil, Québec",2434754,1335715,1335715
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pincor Ltee, Sorel-Tracy, Quebec","Pincor Ltee, Sorel-Tracy, Québec","Construction Works - Buildings, Longueuil, Quebec","Travaux de construction - Bâtiments, Longueuil, Québec",648262,648262,648262
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PL Construction Limited, Etobicoke, Ontario","PL Construction Limited, Etobicoke, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",994262,32000,994262
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PME Inc, Fort Saskatchewan, Alberta","PME Inc, Fort Saskatchewan, Alberta","Construction Works - Buildings, Fort Saskatchewan, Alberta","Travaux de construction - Bâtiments, Fort Saskatchewan, Alberta",1789843,260718,1789843
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PME Inc, Fort Saskatchewan, Alberta","PME Inc, Fort Saskatchewan, Alberta","Construction Works - Buildings, Moose Jaw, Saskatchewan","Travaux de construction - Bâtiments, Moose Jaw, Saskatchewan",3954799,2644238,2644238
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pol-Vin Construction (2861-3776 Québec), Saguenay, Quebec","Pol-Vin Construction (2861-3776 Québec), Saguenay, Québec","Construction Works - Buildings, Saguenay, Quebec","Travaux de construction - Bâtiments, Saguenay, Québec",1269707,345561,1269707
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pol-Vin Construction (2861-3776 Québec), Saguenay, Quebec","Pol-Vin Construction (2861-3776 Québec), Saguenay, Québec","Construction Works - Buildings, Saguenay, Quebec","Travaux de construction - Bâtiments, Saguenay, Québec",1229185,525939,525939
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Polyval Construction Inc, Longueuil, Quebec","Polyval Construction Inc, Longueuil, Québec","Construction Works - Buildings, Longueuil, Quebec","Travaux de construction - Bâtiments, Longueuil, Québec",1311545,23555,1311545
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Bedford, Nova Scotia","Travaux de construction - Bâtiments, Bedford, Nouvelle-Écosse",10022467,4128255,4922059
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",9990153,25000,9990153
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Fredericton, New Brunswick","Travaux de construction - Bâtiments, Fredericton, Nouveau-Brunswick",36214208,3867775,36013917
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",15464780,67775,15433589
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",60791702,8846915,8846915
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",855000,0,0
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Lévis, Quebec","Pomerleau Inc, Lévis, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",70021815,20808546,20808546
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Surrey, British Columbia","Pomerleau Inc, Surrey, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",308902281,17023406,301085977
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Vancouver, British Columbia","Pomerleau Inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",2200600,0,0
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Prime Engineering Ltd, Victoria, British Columbia","Prime Engineering Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",4468033,546281,646321
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pro Combustion Inc, Saguenay, Quebec","Pro Combustion Inc, Saguenay, Québec","Construction Works - Buildings, Saguenay, Quebec","Travaux de construction - Bâtiments, Saguenay, Québec",448673,0,0
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Prologic Construction Ltd, Edmonton, Alberta","Prologic Construction Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",1581277,15298,1581277
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PSL Mechanical Heating Air Conditioning, Ottawa, Ontario","PSL Mechanical Heating Air Conditioning, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",441593,0,0
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Quad Pro Construction Inc, Richmond Hill, Ontario","Quad Pro Construction Inc, Richmond Hill, Ontario","Construction Works - Buildings, Richmond Hill, Ontario","Travaux de construction - Bâtiments, Richmond Hill, Ontario",2384451,0,2384451
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","QuébecHab Ltee, Québec, Quebec","QuébecHab Ltee, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",4773000,102732,102732
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","R.C. White Ltd, Windsor, Ontario","R.C. White Ltd, Windsor, Ontario","Construction Works - Buildings, Windsor, Ontario","Travaux de construction - Bâtiments, Windsor, Ontario",837947,55654,837947
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Randall Plumbing & Heating Limited, Winnipeg, Manitoba","Randall Plumbing & Heating Limited, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1978677,61933,1978677
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Redem Contracting Ltd, Rusagonis, New Brunswick","Redem Contracting Ltd, Rusagonis, Nouveau-Brunswick","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",510661,448861,448861
2024/2025,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Regulvar Inc, Laval, Quebec","Regulvar Inc, Laval, Québec","Construction Works - Buildings, Laval, Quebec","Travaux de construction - Bâtiments, Laval, Québec",394197,0,394197
